oferta_id,idioma_nombre,idioma_key
9fce6ecb0d41f7a035c5df0a7831db,Español,de92bbe05815c4eb756acb5897baa99c
163a3416e24699ad249e9e1528ded6,Español,de92bbe05815c4eb756acb5897baa99c
0df79d1231451b81e61bf44c10b3bc,Español,de92bbe05815c4eb756acb5897baa99c
e07f969a9d4fe28660e9ca1846f702,Español,de92bbe05815c4eb756acb5897baa99c
e07f969a9d4fe28660e9ca1846f702,Catalán,556b72c736a95cf0df525527a236a079
e07f969a9d4fe28660e9ca1846f702,Inglés,216df59d4dca0cc05c7678221afc6c97
afe7038ed24a8eacc14df8d8d2f769,Español,de92bbe05815c4eb756acb5897baa99c
ac4f5a57244eba9773cb7a7f03e1fa,Inglés,216df59d4dca0cc05c7678221afc6c97
8439d9c7004f9abae2f637da7f727e,Catalán,556b72c736a95cf0df525527a236a079
8439d9c7004f9abae2f637da7f727e,Español,de92bbe05815c4eb756acb5897baa99c
8439d9c7004f9abae2f637da7f727e,Alemán,240c83491e8c44aa21f11069d5e3d862
8439d9c7004f9abae2f637da7f727e,Francés,75357f6288b1eb7180e56d572a16a0cd
add8718875438c95f0e0cd0c3ef29b,Español,de92bbe05815c4eb756acb5897baa99c
79904f68a44d6d87e2c7853dcdf2c4,Inglés,216df59d4dca0cc05c7678221afc6c97
e195385c4b4d53af2b237e81fee5fe,Inglés,216df59d4dca0cc05c7678221afc6c97
c576f37b384984b6e6af3a0018ab42,Español,de92bbe05815c4eb756acb5897baa99c
11291f94e44c1d941565c4406727c4,Inglés,216df59d4dca0cc05c7678221afc6c97
11291f94e44c1d941565c4406727c4,Español,de92bbe05815c4eb756acb5897baa99c
3eea66d3cf4377a24c5bce84dc9fcc,Español,de92bbe05815c4eb756acb5897baa99c
e294ba5d78490cbc3524a767886109,Inglés,216df59d4dca0cc05c7678221afc6c97
e294ba5d78490cbc3524a767886109,Español,de92bbe05815c4eb756acb5897baa99c
f6a9d1aa7b49fd9c3a69cbe34fc81e,Inglés,216df59d4dca0cc05c7678221afc6c97
57d54414a848a7ad6f3b1061016c5c,Alemán,240c83491e8c44aa21f11069d5e3d862
57d54414a848a7ad6f3b1061016c5c,Inglés,216df59d4dca0cc05c7678221afc6c97
e2b8fd633147a8a445971d077b3e15,Español,de92bbe05815c4eb756acb5897baa99c
eb06302f334e9395f5416179eb0b8e,Español,de92bbe05815c4eb756acb5897baa99c
38732e2f684b118e60ec7195bf1891,Español,de92bbe05815c4eb756acb5897baa99c
3d3c4eeb784180b66e0271eaa140de,Español,de92bbe05815c4eb756acb5897baa99c
3d3c4eeb784180b66e0271eaa140de,Catalán,556b72c736a95cf0df525527a236a079
31050219aa4a989af505bb82f27ab9,Español,de92bbe05815c4eb756acb5897baa99c
752fe7e2af42f8bc360d32f9ecce13,Español,de92bbe05815c4eb756acb5897baa99c
1557003fbb4fc19c5edba50fb0b0b9,Holandés,d8a9679f8e44b4f9efee54b74c32e24f
1557003fbb4fc19c5edba50fb0b0b9,Inglés,216df59d4dca0cc05c7678221afc6c97
c1a14a4b574b3490f09ed09a192780,Inglés,216df59d4dca0cc05c7678221afc6c97
c288cf72a64d26aaedbc105a173d2a,Catalán,556b72c736a95cf0df525527a236a079
c288cf72a64d26aaedbc105a173d2a,Español,de92bbe05815c4eb756acb5897baa99c
c288cf72a64d26aaedbc105a173d2a,Italiano,ff46e55c1733301a04c67c3934180a99
22a36d30134305b2089132ad51de55,Español,de92bbe05815c4eb756acb5897baa99c
ab934d476445e2be62225d64da4dee,Inglés,216df59d4dca0cc05c7678221afc6c97
ab934d476445e2be62225d64da4dee,Francés,75357f6288b1eb7180e56d572a16a0cd
a0384234cf4ff28ab9017384af5991,Español,de92bbe05815c4eb756acb5897baa99c
f8b01544cf4c03a7b7567d79abddb0,Catalán,556b72c736a95cf0df525527a236a079
f8b01544cf4c03a7b7567d79abddb0,Español,de92bbe05815c4eb756acb5897baa99c
fb5bb81082418a8e30aed9012bb4af,Inglés,216df59d4dca0cc05c7678221afc6c97
5eb7fabafb4ae489f1f234dc206a0c,Inglés,216df59d4dca0cc05c7678221afc6c97
ede49fb30c442ba63fac6cd3782160,Inglés,216df59d4dca0cc05c7678221afc6c97
9596c8bee04f11ae13111bb3137fd2,Español,de92bbe05815c4eb756acb5897baa99c
9596c8bee04f11ae13111bb3137fd2,Catalán,556b72c736a95cf0df525527a236a079
389ae5b141456eb31fea49e026c4ab,Español,de92bbe05815c4eb756acb5897baa99c
771b909c71443697b5ef5bcb40c899,Español,de92bbe05815c4eb756acb5897baa99c
771b909c71443697b5ef5bcb40c899,Catalán,556b72c736a95cf0df525527a236a079
f1ff76a3994dd19664c2bcf12c9a7c,Español,de92bbe05815c4eb756acb5897baa99c
f1ff76a3994dd19664c2bcf12c9a7c,Inglés,216df59d4dca0cc05c7678221afc6c97
57ba7a16944843a36597e6e6bbf1e3,Español,de92bbe05815c4eb756acb5897baa99c
57ba7a16944843a36597e6e6bbf1e3,Catalán,556b72c736a95cf0df525527a236a079
6ff8d739de46aa815320a2e9a331c7,Inglés,216df59d4dca0cc05c7678221afc6c97
4311fc0088412ea3e231d266efad95,Español,de92bbe05815c4eb756acb5897baa99c
050867e8fa4885b139e0da46a0cff8,Catalán,556b72c736a95cf0df525527a236a079
0ef1f8f1334c1aa79f2199f2448f2c,Español,de92bbe05815c4eb756acb5897baa99c
85eefb5a4c48fc945973e307e43bf6,Español,de92bbe05815c4eb756acb5897baa99c
9966ce7f4f4cc6b5236c93b5e2819d,Inglés,216df59d4dca0cc05c7678221afc6c97
657708ac1b4a308f4e0e32ec38df18,Español,de92bbe05815c4eb756acb5897baa99c
070d8c225b4f0f9880d9e2c87df5ec,Inglés,216df59d4dca0cc05c7678221afc6c97
070d8c225b4f0f9880d9e2c87df5ec,Catalán,556b72c736a95cf0df525527a236a079
070d8c225b4f0f9880d9e2c87df5ec,Español,de92bbe05815c4eb756acb5897baa99c
d25ecc63f842d2934b6812c4de06df,Español,de92bbe05815c4eb756acb5897baa99c
3a4fdc59a34be3a3d0e9eceeb605e5,Inglés,216df59d4dca0cc05c7678221afc6c97
3a4fdc59a34be3a3d0e9eceeb605e5,Catalán,556b72c736a95cf0df525527a236a079
3a4fdc59a34be3a3d0e9eceeb605e5,Español,de92bbe05815c4eb756acb5897baa99c
a68933a148405cb0dd8033cfb21d4b,Español,de92bbe05815c4eb756acb5897baa99c
54bbea3f9f43f2b98e49e8985ff3ac,Español,de92bbe05815c4eb756acb5897baa99c
a03c0eedd94f289a4f5ea53f1dffe0,Español,de92bbe05815c4eb756acb5897baa99c
4385e277824af1a995b799d8f5c73b,Español,de92bbe05815c4eb756acb5897baa99c
6cec0281a847ed8a8986be426bd9b0,Español,de92bbe05815c4eb756acb5897baa99c
6375bad1fa42c09b5e597452946f2a,Español,de92bbe05815c4eb756acb5897baa99c
6375bad1fa42c09b5e597452946f2a,Catalán,556b72c736a95cf0df525527a236a079
f3e696727b4c6b84c6ac1c901dc869,Español,de92bbe05815c4eb756acb5897baa99c
f3e696727b4c6b84c6ac1c901dc869,Inglés,216df59d4dca0cc05c7678221afc6c97
6f4164aa7b46b09327b823b4f7d6ab,Español,de92bbe05815c4eb756acb5897baa99c
6f4164aa7b46b09327b823b4f7d6ab,Francés,75357f6288b1eb7180e56d572a16a0cd
263851d7844959ad0912370b7ad91d,Español,de92bbe05815c4eb756acb5897baa99c
263851d7844959ad0912370b7ad91d,Inglés,216df59d4dca0cc05c7678221afc6c97
263851d7844959ad0912370b7ad91d,Alemán,240c83491e8c44aa21f11069d5e3d862
a97bb4875a468c94820be22fd82b37,Inglés,216df59d4dca0cc05c7678221afc6c97
53aff4bf04475985d8a3e3a149517d,Inglés,216df59d4dca0cc05c7678221afc6c97
a43421e8414b1f9fe4e364033ef460,Inglés,216df59d4dca0cc05c7678221afc6c97
